administrative_area_code,longitude,road_name,date,sprayer,supporting_staff,detective,day_of_week,meeting_location,locksmith,neighborhood,latitude,police_officer,meeting_time,year
67000360,120.1726415,,2023/09/14,,,,,,,平安里,22.9991307,,,112
67000360,120.1671861,,2023/09/14,,,,,,,天妃里,23.0007598,,,112
67000350,120.1957308,,2023/09/14,,,,,,,安富里,23.0251806,,,112
67000350,120.1928448,,2023/09/14,,,,,,,溪墘里,23.0244424,,,112
67000350,120.1957308,,2023/09/14,,,,,,,安富里,23.0251806,,,112
67000350,120.1928448,,2023/09/14,,,,,,,溪墘里,23.0244424,,,112
67000350,120.2015025,,2023/09/14,,,,,,,溪東里,23.0253139,,,112
67000350,120.2015025,,2023/09/14,,,,,,,溪東里,23.0253139,,,112
67000350,120.1950093,,2023/09/15,,,,,,,大安里,23.0313733,,,112
67000350,120.1914018,,2023/09/15,,,,,,,理想里,23.0368283,,,112
67000350,120.2072739,,2023/09/15,,,,,,,溪頂里,23.0254471,,,112
67000350,120.1950093,,2023/09/15,,,,,,,大安里,23.0313733,,,112
67000350,120.1914018,,2023/09/15,,,,,,,理想里,23.0368283,,,112
67000350,120.2000596,,2023/09/15,,,,,,,鳳凰里,23.0417267,,,112
67000350,120.1978952,,2023/09/15,,,,,,,梅花里,23.038824,,,112
67000330,120.1950093,,2023/09/15,,,,,,,府南里,22.9722988,,,112
67000340,120.2116023,,2023/09/16,,,,,,,正覺里,23.0151428,,,112
67000340,120.2116023,,2023/09/16,,,,,,,正覺里,23.0151428,,,112
67000340,120.2202587,,2023/09/17,,,,,,,永祥里,23.0160134,,,112
67000340,120.2217014,,2023/09/17,,,,,,,振興里,23.0063146,,,112
67000340,120.2202587,,2023/09/17,,,,,,,仁愛里,23.0025898,,,112
67000330,120.1950093,,2023/09/18,,,,,,,府南里,22.9722988,,,112
67000330,120.1928448,,2023/09/18,,,,,,,明亮里,22.9693947,,,112
67000330,120.1885158,,2023/09/18,,,,,,,金華里,22.9796984,,,112
67000340,120.2172636,,2023/09/18,,,,,,,北門里,23.0154055,,,112
67000340,120.2172636,,2023/09/18,,,,,,,北門里,23.0154055,,,112
67000310,120.2296358,,2023/09/19,,,,,,,大橋里,23.0187454,,,112
67000310,120.241176,,2023/09/19,,,,,,,東橋里,23.0243778,,,112
67000310,120.2152092,,2023/09/19,,,,,,,甲頂里,23.0217702,,,112
67000310,120.2440609,,2023/09/19,,,,,,,復華里,23.0103511,,,112
67000310,120.2440609,,2023/09/19,,,,,,,復華里,23.0103511,,,112
67000350,120.2000596,,2023/09/19,,,,,,,鳳凰里,23.0417267,,,112
67000310,120.2375698,,2023/09/20,,,,,,,中華里,23.0003039,,,112
67000310,120.251994,,2023/09/20,,,,,,,正強里,23.0294884,,,112
67000310,120.2303571,,2023/09/20,,,,,,,六合里,23.0112118,,,112
67000310,120.227472,,2023/09/20,,,,,,,安康里,23.0158435,,,112
67000310,120.232521,,2023/09/20,,,,,,,勝利里,23.004718,,,112
67000330,120.1950093,,2023/09/21,,,,,,,府南里,22.9722988,,,112
67000330,120.1928448,,2023/09/21,,,,,,,明亮里,22.9693947,,,112
67000330,120.1950093,,2023/09/21,,,,,,,府南里,22.9722988,,,112
67000330,120.1928448,,2023/09/21,,,,,,,明亮里,22.9693947,,,112
67000330,120.1885158,,2023/09/21,,,,,,,金華里,22.9796984,,,112
67000330,120.1870727,,2023/09/21,,,,,,,國宅里,22.9759721,,,112
67000330,120.1870727,,2023/09/21,,,,,,,國宅里,22.9759721,,,112
67000340,120.2202587,,2023/09/22,,,,,,,仁愛里,23.0025898,,,112
67000340,120.2217014,,2023/09/22,,,,,,,振興里,23.0063146,,,112
67000340,120.2159306,,2023/09/22,,,,,,,中樓里,23.0034966,,,112
67000340,120.2159306,,2023/09/22,,,,,,,中樓里,23.0034966,,,112
67000330,120.1950093,,2023/09/22,,,,,,,郡南里,22.964243,,,112
67000330,120.1914018,,2023/09/22,,,,,,,明興里,22.9629831,,,112
67000330,120.1928448,,2023/09/22,,,,,,,明亮里,22.9693947,,,112
67000370,120.1876431,,2023/09/23,,,,,,,西和里,22.9994619,,,112
67000370,120.1960656,,2023/09/23,,,,,,,兌悅里,23.000799,,,112
67000370,120.1876431,,2023/09/23,,,,,,,西和里,22.9994619,,,112
67000370,120.1885158,,2023/09/23,,,,,,,光賢里,23.0038665,,,112
67000320,120.227472,,2023/09/23,,,,,,,小東里,22.9970514,,,112
67000320,120.2346848,,2023/09/23,,,,,,,東聖里,22.9861443,,,112
67000320,120.2447821,,2023/09/23,,,,,,,文聖里,22.9840282,,,112
67000330,120.1914018,,2023/09/23,,,,,,,明興里,22.9629831,,,112
67000330,120.1914018,,2023/09/23,,,,,,,明興里,22.9629831,,,112
67000350,120.1978952,,2023/09/24,,,,,,,梅花里,23.038824,,,112
67000350,120.2000596,,2023/09/24,,,,,,,鳳凰里,23.0417267,,,112
67000350,120.1863512,,2023/09/24,,,,,,,海東里,23.0412431,,,112
67000350,120.1978952,,2023/09/24,,,,,,,梅花里,23.038824,,,112
67000310,120.2296358,,2023/09/25,,,,,,,大橋里,23.0187454,,,112
67000310,120.2296358,,2023/09/25,,,,,,,大橋里,23.0187454,,,112
67000320,120.2332423,,2023/09/25,,,,,,,自強里,22.9824198,,,112
67000320,120.2440609,,2023/09/25,,,,,,,復興里,22.9969297,,,112
67000330,120.1928448,,2023/09/25,,,,,,,再興里,22.9801358,,,112
67000330,120.19537,,2023/09/25,,,,,,,新興里,22.9799434,,,112
67000330,120.1928448,,2023/09/25,,,,,,,再興里,22.9801358,,,112
67000370,120.1914018,,2023/09/26,,,,,,,藥王里,22.9992346,,,112
67000310,120.2473063,,2023/09/26,,,,,,,復國里,23.0059794,,,112
67000350,120.2094381,,2023/09/26,,,,,,,安慶里,23.0390892,,,112
67000350,120.2043882,,2023/09/26,,,,,,,頂安里,23.0394768,,,112
67000350,120.2094381,,2023/09/26,,,,,,,安慶里,23.0390892,,,112
67000350,120.2043882,,2023/09/26,,,,,,,頂安里,23.0394768,,,112
67000280,120.3010244,,2023/09/26,,,,,,,看西里,22.9574715,,,112
67000280,120.2995826,,2023/09/26,,,,,,,許厝里,22.9658238,,,112
67000280,120.3118375,,2023/09/26,,,,,,,看東里,22.9545308,,,112
67000280,120.3010244,,2023/09/26,,,,,,,看西里,22.9574715,,,112
67000280,120.2995826,,2023/09/26,,,,,,,許厝里,22.9658238,,,112
67000310,120.2440609,,2023/09/27,,,,,,,復華里,23.0103511,,,112
67000320,120.227472,,2023/09/27,,,,,,,崇信里,22.9809439,,,112
67000330,120.1914018,,2023/09/27,,,,,,,明興里,22.9629831,,,112
67000330,120.1950093,,2023/09/27,,,,,,,郡南里,22.964243,,,112
67000330,120.1928448,,2023/09/27,,,,,,,明亮里,22.9693947,,,112
67000330,120.1914018,,2023/09/27,,,,,,,明興里,22.9629831,,,112
67000290,120.3298573,,2023/09/27,,,,,,,香洋里,22.9594651,,,112
67000290,120.3298573,,2023/09/27,,,,,,,香洋里,22.9594651,,,112
67000370,120.2043882,,2023/09/28,,,,,,,永華里,22.9911465,,,112
67000370,120.2097988,,2023/09/28,,,,,,,開山里,22.9876646,,,112
67000320,120.2260293,,2023/09/28,,,,,,,崇德里,22.9745344,,,112
67000330,120.189112,,2023/09/28,,,,,,,鹽埕里,22.972299,,,112
67000340,120.2079953,,2023/09/28,,,,,,,立人里,23.008515,,,112
67000360,120.1671861,,2023/09/28,,,,,,,天妃里,23.0007598,,,112
67000350,120.218816,,2023/09/28,,,,,,,安和里,23.0310818,,,112
67000330,120.1964522,,2023/09/29,,,,,,,建南里,22.9572284,,,112
67000320,120.324812,,2023/09/30,,,,,,,新東里,23.3152926,,,112
67000320,120.2317997,,2023/09/30,,,,,,,富強里,22.9867487,,,112
67000310,120.2469457,,2023/10/01,,,,,,,二王里,23.0177985,,,112
67000310,120.2469457,,2023/10/01,,,,,,,二王里,23.0177985,,,112
67000310,120.2440609,,2023/10/01,,,,,,,復華里,23.0103511,,,112
67000350,120.2094381,,2023/10/02,,,,,,,安西里,23.0310345,,,112
67000330,120.1841866,,2023/10/02,,,,,,,南都里,22.9550918,,,112
67000340,120.1921233,,2023/10/03,,,,,,,大豐里,23.0078107,,,112
67000340,120.1921233,,2023/10/03,,,,,,,大豐里,23.0078107,,,112
67000330,120.1885158,,2023/10/03,,,,,,,金華里,22.9796984,,,112
67000330,120.1885158,,2023/10/03,,,,,,,金華里,22.9796984,,,112
67000340,120.1827435,,2023/10/04,,,,,,,大港里,23.0104452,,,112
67000340,120.1921233,,2023/10/04,,,,,,,大豐里,23.0078107,,,112
67000360,120.1606244,,2023/10/04,,,,,,,王城里,23.0015093,,,112
67000360,120.1671861,,2023/10/04,,,,,,,天妃里,23.0007598,,,112
67000330,120.1928448,,2023/10/04,,,,,,,廣州里,22.9841637,,,112
67000370,120.1914018,,2023/10/07,,,,,,,藥王里,22.9992346,,,112
67000330,120.1964522,,2023/10/07,,,,,,,建南里,22.9572284,,,112
67000320,120.2289146,,2023/10/08,,,,,,,裕農里,22.9886954,,,112
67000320,120.324812,,2023/10/08,,,,,,,新東里,23.3152926,,,112
67000310,120.2346848,,2023/10/09,,,,,,,五王里,23.0116465,,,112
67000310,120.2346848,,2023/10/09,,,,,,,五王里,23.0116465,,,112
67000350,120.2094381,,2023/10/10,,,,,,,安慶里,23.0390892,,,112
67000350,120.2094381,,2023/10/10,,,,,,,安慶里,23.0390892,,,112
67000340,120.2090062,,2023/10/11,,,,,,,小北里,23.00778,,,112
67000330,120.1870727,,2023/10/11,,,,,,,光明里,22.971944,,,112
67000360,120.1606244,,2023/10/12,,,,,,,王城里,23.0015093,,,112
67000360,120.1488264,,2023/10/12,,,,,,,金城里,22.9953785,,,112
67000360,120.1671861,,2023/10/12,,,,,,,天妃里,23.0007598,,,112
67000360,120.1606244,,2023/10/12,,,,,,,王城里,23.0015093,,,112
67000360,120.1671861,,2023/10/12,,,,,,,天妃里,23.0007598,,,112
67000350,120.2094381,,2023/10/12,,,,,,,安西里,23.0310345,,,112
67000320,120.2256687,,2023/10/12,,,,,,,崇誨里,22.989711,,,112
67000330,120.1964522,,2023/10/12,,,,,,,建南里,22.9572284,,,112
67000310,120.232521,,2023/10/12,,,,,,,勝利里,23.004718,,,112
67000370,120.1960656,,2023/10/13,,,,,,,兌悅里,23.000799,,,112
67000370,120.1960656,,2023/10/13,,,,,,,兌悅里,23.000799,,,112
67000320,120.2159306,,2023/10/13,,,,,,,大福里,22.9739636,,,112
67000320,120.2148485,,2023/10/12,,,,,,,大德里,22.9778817,,,112
67000320,120.2159306,,2023/10/13,,,,,,,大福里,22.9739636,,,112
67000360,120.1606244,,2023/10/13,,,,,,,王城里,23.0015093,,,112
67000360,120.1671861,,2023/10/13,,,,,,,天妃里,23.0007598,,,112
67000340,120.1978952,,2023/10/14,,,,,,,文元里,23.0146579,,,112
67000340,120.2124298,,2023/10/14,,,,,,,大興里,23.0079508,,,112
67000350,120.2180947,,2023/10/15,,,,,,,安東里,23.0372738,,,112
67000350,120.2180947,,2023/10/15,,,,,,,安東里,23.0372738,,,112
67000340,120.2121306,,2023/10/16,,,,,,,大光里,23.0106091,,,112
67000360,120.1805789,,2023/10/16,,,,,,,文平里,22.9860574,,,112
67000320,120.227472,,2023/10/16,,,,,,,東明里,22.9916823,,,112
67000330,120.1928448,,2023/10/16,,,,,,,明亮里,22.9693947,,,112
67000330,120.1950093,,2023/10/16,,,,,,,府南里,22.9722988,,,112
67000310,120.2260293,,2023/10/17,,,,,,,西橋里,23.0134614,,,112
67000360,120.1690334,,2023/10/17,,,,,,,平通里,22.9938422,,,112
67000320,120.227472,,2023/10/17,,,,,,,東明里,22.9916823,,,112
67000320,120.2303571,,2023/10/17,,,,,,,東光里,22.99242,,,112
67000330,120.1957308,,2023/10/17,,,,,,,新昌里,22.9835601,,,112
67000370,120.2043882,,2023/10/18,,,,,,,永華里,22.9911465,,,112
67000340,120.2292752,,2023/10/18,,,,,,,力行里,23.0084185,,,112
67000310,120.227472,,2023/10/18,,,,,,,安康里,23.0158435,,,112
67000350,120.2195374,,2023/10/18,,,,,,,新順里,23.0436829,,,112
67000330,120.1885158,,2023/10/18,,,,,,,金華里,22.9796984,,,112
67000370,120.1914018,,2023/10/19,,,,,,,藥王里,22.9992346,,,112
67000330,120.189112,,2023/10/19,,,,,,,鹽埕里,22.972299,,,112
67000290,120.3363438,,2023/10/19,,,,,,,北勢里,22.9695026,,,112
67000290,120.3320195,,2023/10/19,,,,,,,花園里,22.9637053,,,112
67000290,120.3233704,,2023/10/19,,,,,,,關廟里,22.9574746,,,112
67000290,120.3298573,,2023/10/19,,,,,,,香洋里,22.9594651,,,112
67000370,120.2097988,,2023/10/20,,,,,,,開山里,22.9876646,,,112
67000370,120.2097988,,2023/10/20,,,,,,,開山里,22.9876646,,,112
67000320,120.2440609,,2023/10/20,,,,,,,復興里,22.9969297,,,112
67000320,120.2447821,,2023/10/20,,,,,,,文聖里,22.9840282,,,112
67000330,120.1899588,,2023/10/20,,,,,,,文華里,22.98611,,,112
67000280,120.2909314,,2023/10/21,,,,,,,辜厝里,22.9649562,,,112
67000280,120.2902105,,2023/10/21,,,,,,,後市里,22.9684618,,,112
67000320,120.2130451,,2023/10/21,,,,,,,大同里,22.9839645,,,112
67000310,120.2303571,,2023/10/22,,,,,,,六合里,23.0112118,,,112
67000270,120.2656955,,2023/10/22,,,,,,,仁義里,22.9695788,,,112
67000350,120.1978952,,2023/10/23,,,,,,,梅花里,23.038824,,,112
67000320,120.2382911,,2023/10/23,,,,,,,後甲里,22.9927707,,,112
67000310,120.2473063,,2023/10/23,,,,,,,復國里,23.0059794,,,112
67000330,120.1957308,,2023/10/23,,,,,,,田寮里,22.976847,,,112
67000340,120.2036668,,2023/10/24,,,,,,,成德里,23.0134491,,,112
67000340,120.2015025,,2023/10/24,,,,,,,和順里,23.0051759,,,112
67000350,120.2195374,,2023/10/24,,,,,,,新順里,23.0436829,,,112
67000370,120.1964522,,2023/10/24,,,,,,,南門里,22.9948212,,,112
67000330,120.1856297,,2023/10/24,,,,,,,開南里,22.9668748,,,112
67000330,120.1791357,,2023/10/24,,,,,,,彰南里,22.9715887,,,112
67000340,120.2217014,,2023/10/25,,,,,,,開元里,23.0130263,,,112
67000330,120.2101595,,2023/10/25,,,,,,,大忠里,22.9698014,,,112
67000330,120.2079953,,2023/10/25,,,,,,,大恩里,22.9548154,,,112
67000340,120.2079953,,2023/10/25,,,,,,,立人里,23.008515,,,112
67000320,120.227472,,2023/10/25,,,,,,,富裕里,22.9849708,,,112
67000320,120.2317997,,2023/10/25,,,,,,,富強里,22.9867487,,,112
67000320,120.2354061,,2023/10/25,,,,,,,德高里,22.9665308,,,112
67000330,120.2101595,,2023/10/25,,,,,,,大忠里,22.9698014,,,112
67000370,120.2108335,,2023/10/26,,,,,,,城隍里,22.9908055,,,112
67000370,120.2072739,,2023/10/26,,,,,,,赤嵌里,22.9972549,,,112
67000370,120.1964522,,2023/10/26,,,,,,,南美里,22.9948212,,,112
67000340,120.1914018,,2023/10/26,,,,,,,大和里,23.0153463,,,112
67000320,120.2361273,,2023/10/26,,,,,,,虎尾里,22.9791309,,,112
67000320,120.2440609,,2023/10/26,,,,,,,復興里,22.9969297,,,112
67000320,120.2382911,,2023/10/26,,,,,,,後甲里,22.9927707,,,112
67000330,120.1957308,,2023/10/26,,,,,,,新昌里,22.9835601,,,112
67000330,120.1928448,,2023/10/26,,,,,,,再興里,22.9801358,,,112
67000370,120.199521,,2023/10/27,,,,,,,小西門里,22.984497,,,112
67000340,120.2094381,,2023/10/27,,,,,,,成功里,23.0202949,,,112
67000340,120.2015025,,2023/10/27,,,,,,,和順里,23.0051759,,,112
67000320,120.224226,,2023/10/27,,,,,,,仁和里,22.9591394,,,112
67000320,120.2354061,,2023/10/27,,,,,,,德高里,22.9665308,,,112
67000320,120.2462245,,2023/10/27,,,,,,,南聖里,22.9890944,,,112
67000320,120.2418972,,2023/10/27,,,,,,,關聖里,22.985975,,,112
67000330,120.2116023,,2023/10/27,,,,,,,新生里,22.9775543,,,112
67000280,120.3118375,,2023/10/27,,,,,,,看東里,22.9545308,,,112
67000310,120.227472,,2023/10/28,,,,,,,安康里,23.0158435,,,112
67000310,120.2303571,,2023/10/28,,,,,,,六合里,23.0112118,,,112
67000320,120.2354061,,2023/10/28,,,,,,,和平里,22.9745842,,,112
67000330,120.1957308,,2023/10/28,,,,,,,田寮里,22.976847,,,112
67000360,120.1805789,,2023/10/28,,,,,,,文平里,22.9860574,,,112
67000320,120.2256687,,2023/10/28,,,,,,,崇誨里,22.989711,,,112
67000330,120.2079953,,2023/10/28,,,,,,,大恩里,22.9548154,,,112
67000350,120.2094381,,2023/10/29,,,,,,,安西里,23.0310345,,,112
67000360,120.176971,,2023/10/29,,,,,,,怡平里,22.994197,,,112
67000340,120.2090062,,2023/10/29,,,,,,,小北里,23.00778,,,112
67000310,120.2426185,,2023/10/29,,,,,,,塩行里,23.0388385,,,112
67000340,120.2079953,,2023/10/29,,,,,,,立人里,23.008515,,,112
67000310,120.251994,,2023/10/29,,,,,,,正強里,23.0294884,,,112
67000310,120.2584844,,2023/10/29,,,,,,,埔園里,23.0341644,,,112
67000360,120.1740847,,2023/10/29,,,,,,,華平里,22.9948005,,,112
67000370,120.1876431,,2023/10/30,,,,,,,西和里,22.9994619,,,112
67000310,120.2527152,,2023/10/30,,,,,,,網寮里,23.0139035,,,112
67000320,120.2289146,,2023/10/30,,,,,,,崇成里,22.9712457,,,112
67000320,120.2260293,,2023/10/30,,,,,,,崇德里,22.9745344,,,112
67000280,120.2995826,,2023/10/30,,,,,,,許厝里,22.9658238,,,112
67000270,120.2656955,,2023/10/30,,,,,,,仁義里,22.9695788,,,112
67000310,120.2473063,,2023/10/30,,,,,,,復國里,23.0059794,,,112
67000330,120.2065525,,2023/10/30,,,,,,,竹溪里,22.9779397,,,112
67000370,120.2097988,,2023/10/31,,,,,,,開山里,22.9876646,,,112
67000340,120.2202587,,2023/10/31,,,,,,,永祥里,23.0160134,,,112
67000310,120.2260293,,2023/10/31,,,,,,,西橋里,23.0134614,,,112
67000310,120.227472,,2023/10/31,,,,,,,安康里,23.0158435,,,112
67000320,120.2159306,,2023/10/31,,,,,,,泉南里,22.9847029,,,112
67000320,120.0954076,,2023/10/31,,,,,,,龍山里,23.1260996,,,112
67000340,120.1978952,,2023/10/31,,,,,,,文元里,23.0146579,,,112
67000340,120.194407,,2023/10/31,,,,,,,元美里,23.0100026,,,112
67000310,120.2440609,,2023/10/31,,,,,,,復興里,22.9969297,,,112
67000320,120.2159306,,2023/10/31,,,,,,,泉南里,22.9847029,,,112
67000330,120.1870727,,2023/10/31,,,,,,,光明里,22.971944,,,112
67000330,120.1856297,,2023/10/31,,,,,,,開南里,22.9668748,,,112
67000330,120.189112,,2023/10/31,,,,,,,鹽埕里,22.972299,,,112
67000340,120.1827435,,2023/11/01,,,,,,,大港里,23.0104452,,,112
67000340,120.2217014,,2023/11/01,,,,,,,振興里,23.0063146,,,112
67000310,120.2613689,,2023/11/01,,,,,,,西灣里,23.0120871,,,112
67000310,120.2473063,,2023/11/01,,,,,,,復國里,23.0059794,,,112
67000330,120.2058311,,2023/11/01,,,,,,,大林里,22.9733919,,,112
67000330,120.2101595,,2023/11/01,,,,,,,大忠里,22.9698014,,,112
67000320,120.2317997,,2023/11/01,,,,,,,富強里,22.9867487,,,112
67000320,120.227472,,2023/11/01,,,,,,,富裕里,22.9849708,,,112
67000270,120.2656955,,2023/11/02,,,,,,,仁義里,22.9695788,,,112
67000360,120.1740847,,2023/11/02,,,,,,,華平里,22.9948005,,,112
67000320,120.2317997,,2023/11/02,,,,,,,富強里,22.9867487,,,112
67000340,120.2015025,,2023/11/02,,,,,,,和順里,23.0051759,,,112
67000330,120.1870727,,2023/11/02,,,,,,,文南里,22.9840282,,,112
67000330,120.1776926,,2023/11/02,,,,,,,佛壇里,22.9195212,,,112
67000290,120.3320195,,2023/11/02,,,,,,,花園里,22.9637053,,,112
67000290,120.3298573,,2023/11/02,,,,,,,香洋里,22.9594651,,,112
67000290,120.3421093,,2023/11/02,,,,,,,松腳里,22.9575606,,,112
67000290,120.3320195,,2023/11/02,,,,,,,花園里,22.9637053,,,112
67000340,120.2116023,,2023/11/03,,,,,,,正覺里,23.0151428,,,112
67000340,120.224226,,2023/11/03,,,,,,,元寶里,23.0114904,,,112
67000310,120.2712268,,2023/11/03,,,,,,,北興里,23.0129984,,,112
67000310,120.2473063,,2023/11/03,,,,,,,復國里,23.0059794,,,112
67000320,120.227472,,2023/11/03,,,,,,,小東里,22.9970514,,,112
67000320,120.2303571,,2023/11/03,,,,,,,崇善里,22.9736282,,,112
67000320,120.2382911,,2023/11/03,,,,,,,後甲里,22.9927707,,,112
67000370,120.1956597,,2023/11/03,,,,,,,南廠里,22.9907039,,,112
67000330,120.1791357,,2023/11/03,,,,,,,彰南里,22.9715887,,,112
67000190,120.3003035,,2023/11/04,,,,,,,坐駕里,23.1233071,,,112
67000190,120.3003035,,2023/11/04,,,,,,,坐駕里,23.1233071,,,112
67000360,120.1661469,,2023/11/04,,,,,,,育平里,22.989074,,,112
67000350,120.1863512,,2023/11/04,,,,,,,海東里,23.0412431,,,112
67000120,120.1813004,,2023/11/04,,,,,,,東寧里,23.1624709,,,112
67000120,120.1733631,,2023/11/04,,,,,,,建南里,23.1500415,,,112
67000120,120.1856297,,2023/11/04,,,,,,,忠仁里,23.1588751,,,112
67000120,120.1856297,,2023/11/04,,,,,,,忠仁里,23.1588751,,,112
67000330,120.19537,,2023/11/04,,,,,,,新興里,22.9799434,,,112
67000330,120.1957308,,2023/11/04,,,,,,,新昌里,22.9835601,,,112
67000330,120.1928448,,2023/11/04,,,,,,,廣州里,22.9841637,,,112
67000180,120.3067915,,2023/11/05,,,,,,,武安里,23.0327285,,,112
67000180,120.3233704,,2023/11/05,,,,,,,護國里,23.0433225,,,112
67000350,120.1863512,,2023/11/05,,,,,,,海東里,23.0412431,,,112
67000350,120.1863512,,2023/11/05,,,,,,,海東里,23.0412431,,,112
67000340,120.2202587,,2023/11/05,,,,,,,永祥里,23.0160134,,,112
67000310,120.2152092,,2023/11/05,,,,,,,甲頂里,23.0217702,,,112
67000320,120.2245867,,2023/11/05,,,,,,,衛國里,22.9882597,,,112
67000320,120.324812,,2023/11/05,,,,,,,新東里,23.3152926,,,112
67000370,120.1964522,,2023/11/06,,,,,,,五條港里,22.9948212,,,112
67000340,120.2094381,,2023/11/06,,,,,,,成功里,23.0202949,,,112
67000310,120.251994,,2023/11/06,,,,,,,正強里,23.0294884,,,112
67000320,120.218816,,2023/11/06,,,,,,,忠孝里,22.9773869,,,112
67000320,120.2152092,,2023/11/06,,,,,,,成大里,22.9976069,,,112
67000320,120.2245867,,2023/11/06,,,,,,,衛國里,22.9882597,,,112
67000320,120.2296358,,2023/11/06,,,,,,,崇文里,22.9677389,,,112
67000330,120.189112,,2023/11/06,,,,,,,鹽埕里,22.972299,,,112
67000330,120.1950093,,2023/11/06,,,,,,,府南里,22.9722988,,,112
67000340,120.2040991,,2023/11/07,,,,,,,北華里,23.0008064,,,112
67000340,120.2094381,,2023/11/07,,,,,,,成功里,23.0202949,,,112
67000340,120.1813004,,2023/11/07,,,,,,,賢北里,23.006719,,,112
67000350,120.1863512,,2023/11/07,,,,,,,海東里,23.0412431,,,112
67000350,120.1849082,,2023/11/07,,,,,,,溪心里,23.0509441,,,112
67000120,120.161817,,2023/11/07,,,,,,,安西里,23.1632103,,,112
67000320,120.2303571,,2023/11/07,,,,,,,東光里,22.99242,,,112
67000320,120.2303571,,2023/11/07,,,,,,,崇善里,22.9736282,,,112
67000280,120.2923733,,2023/11/07,,,,,,,新厝里,22.9619703,,,112
67000280,120.2995826,,2023/11/07,,,,,,,許厝里,22.9658238,,,112
67000280,120.3103958,,2023/11/07,,,,,,,歸仁里,22.9669072,,,112
67000280,120.2851636,,2023/11/07,,,,,,,南保里,22.96885,,,112
67000270,120.2613689,,2023/11/08,,,,,,,一甲里,22.9771958,,,112
67000340,120.2217014,,2023/11/08,,,,,,,振興里,23.0063146,,,112
67000310,120.232521,,2023/11/08,,,,,,,塩洲里,23.0423005,,,112
67000320,120.232521,,2023/11/08,,,,,,,莊敬里,22.9966645,,,112
67000290,120.3233704,,2023/11/08,,,,,,,關廟里,22.9574746,,,112
67000290,120.3298573,,2023/11/08,,,,,,,香洋里,22.9594651,,,112
67000290,120.330578,,2023/11/08,,,,,,,五甲里,22.9465711,,,112
67000290,120.3233704,,2023/11/08,,,,,,,關廟里,22.9574746,,,112
67000310,120.225308,,2023/11/09,,,,,,,尚頂里,23.0263645,,,112
67000310,120.225308,,2023/11/09,,,,,,,尚頂里,23.0263645,,,112
67000360,120.1726415,,2023/11/09,,,,,,,平安里,22.9991307,,,112
67000340,120.2202587,,2023/11/09,,,,,,,永祥里,23.0160134,,,112
67000330,120.2079953,,2023/11/09,,,,,,,大恩里,22.9548154,,,112
67000330,120.2079953,,2023/11/09,,,,,,,大恩里,22.9548154,,,112
67000320,120.2303571,,2023/11/09,,,,,,,崇善里,22.9736282,,,112
67000320,120.2303571,,2023/11/09,,,,,,,崇善里,22.9736282,,,112
67000340,120.2015025,,2023/11/10,,,,,,,和順里,23.0051759,,,112
67000340,120.2015025,,2023/11/10,,,,,,,和順里,23.0051759,,,112
67000120,120.1647426,,2023/11/10,,,,,,,南勢里,23.1569029,,,112
67000120,120.1863512,,2023/11/10,,,,,,,鎮山里,23.1513391,,,112
67000120,120.1647426,,2023/11/10,,,,,,,南勢里,23.1569029,,,112
67000120,120.1733631,,2023/11/10,,,,,,,建南里,23.1500415,,,112
67000120,120.1733631,,2023/11/10,,,,,,,建南里,23.1500415,,,112
67000120,120.1675902,,2023/11/10,,,,,,,海澄里,23.1781101,,,112
67000320,120.232521,,2023/11/10,,,,,,,莊敬里,22.9966645,,,112
67000320,120.2303571,,2023/11/10,,,,,,,東光里,22.99242,,,112
67000330,120.1776926,,2023/11/10,,,,,,,松安里,22.9248924,,,112
67000330,120.1798573,,2023/11/10,,,,,,,永寧里,22.9291405,,,112
67000360,120.1834651,,2023/11/11,,,,,,,建平里,22.9935103,,,112
67000360,120.1661469,,2023/11/11,,,,,,,育平里,22.989074,,,112
67000340,120.2260293,,2023/11/11,,,,,,,重興里,23.0040653,,,112
67000340,120.2262251,,2023/11/11,,,,,,,合興里,23.0091035,,,112
67000120,120.1704766,,2023/11/11,,,,,,,文新里,23.1694465,,,112
67000140,120.2065525,,2023/11/11,,,,,,,西港里,23.125611,,,112
67000290,120.330578,,2023/11/11,,,,,,,五甲里,22.9465711,,,112
67000290,120.3298573,,2023/11/11,,,,,,,香洋里,22.9594651,,,112
67000290,120.3421093,,2023/11/11,,,,,,,東勢里,22.9521957,,,112
67000290,120.3421093,,2023/11/11,,,,,,,東勢里,22.9521957,,,112
67000290,120.3320195,,2023/11/11,,,,,,,花園里,22.9637053,,,112
67000340,120.2116023,,2023/11/12,,,,,,,正覺里,23.0151428,,,112
67000320,120.2354061,,2023/11/12,,,,,,,德高里,22.9665308,,,112
67000330,120.1856297,,2023/11/12,,,,,,,開南里,22.9668748,,,112
67000330,120.189112,,2023/11/12,,,,,,,鹽埕里,22.972299,,,112
67000070,120.2555998,,2023/11/12,,,,,,,東角里,23.1850701,,,112
67000070,120.2498305,,2023/11/12,,,,,,,大埕里,23.1862879,,,112
67000120,120.161817,,2023/11/13,,,,,,,安西里,23.1632103,,,112
67000070,120.2498305,,2023/11/13,,,,,,,大埕里,23.1862879,,,112
67000180,120.2945362,,2023/11/13,,,,,,,全興里,23.0279282,,,112
